S/N,Forest Id,Tree Species,Family,Dbh(cm),Db(m),Dm(m),Dt(m),Ht(m),Density,Plot Id
1,1,Lecaniodiscus cupanioides,Sapindaceae,10.2,0.18,0.11,0.02,6.8,0.43,Plot 1_1
2,1,Lecaniodiscus cupanioides,Sapindaceae,9,0.1,0.06,0.03,5.8,0.43,Plot 1_1
3,1,Boscia angustifolia,Capparaceae,26.3,0.39,0.18,0.07,16.5,0.59,Plot 1_1
4,1,Boscia angustifolia,Capparaceae,32,0.31,0.18,0.1,19.5,0.59,Plot 1_1
5,1,Milicia excelsa,Moraceae,112,1.12,0.82,0.3,28,0.59,Plot 1_1
6,1,Cola nitida,Malvaceae,30.5,0.37,0.22,0.08,17,0.66,Plot 1_1
7,1,Sterculia tragacantha,Malvaceae,25.3,0.31,0.19,0.1,14.8,0.48,Plot 1_1
8,1,Hunteria umbellate ,Apocynaceae,17,0.23,0.16,0.06,14,0.72,Plot 1_1
9,1,Boscia angustifolia,Capparaceae,16,0.2,0.17,0.09,16,0.59,Plot 1_1
10,1,Pycnanthus angolensis,Myristicaceae,33.2,0.36,0.17,0.05,16.8,0.44,Plot 1_1
11,1,Boscia angustifolia,Capparaceae,38.4,0.45,0.24,0.1,17.8,0.59,Plot 1_1
12,1,Funtumia elastica,Apocynaceae,12.5,0.15,0.11,0.04,12.1,0.51,Plot 1_1
13,1,Celtis zenkeri,Cannabaceae,28.6,0.3,0.22,0.11,15.9,0.65,Plot 1_1
14,1,Boscia angustifolia,Capparaceae,26.1,0.33,0.22,0.09,16.2,0.59,Plot 1_1
15,1,Funtumia elastica,Apocynaceae,17.6,0.2,0.15,0.08,15.9,0.51,Plot 1_1
16,1,Pausinystalia brachythyrsa,Rubiaceae,50.1,0.5,0.24,0.11,23,0.6,Plot 1_1
17,1,Cordia africana,Boraginaceae,28.5,0.35,0.18,0.1,15.5,0.47,Plot 1_1
18,1,Boscia angustifolia,Capparaceae,54.5,0.55,0.38,0.16,15.9,0.59,Plot 1_1
19,1,Funtumia elastica,Apocynaceae,24.8,0.26,0.2,0.07,18.9,0.51,Plot 1_1
20,1,Diospyros crassiflora ,Ebenaceae,16.5,0.17,0.08,0.01,4.8,0.9,Plot 1_1
21,1,Pycnanthus angolensis,Myristicaceae,75.5,0.85,0.48,0.18,18.5,0.44,Plot 1_2
22,1,Entandrophragma angolense,Meliaceae,39,0.41,0.19,0.14,26.8,0.58,Plot 1_2
23,1,Cordia millenii,Boraginaceae,33.4,0.36,0.23,0.09,14.2,0.52,Plot 1_2
24,1,Phyllanthus discoides,Euphorbiaceae,52,0.58,0.41,0.19,18,0.75,Plot 1_2
25,1,Pycnanthus angolensis,Myristicaceae,11.8,0.14,0.1,0.03,11,0.44,Plot 1_2
26,1,Pausinystalia brachythyrsa,Rubiaceae,11.1,0.12,0.08,0.02,11,0.6,Plot 1_2
27,1,Pycnanthus angolensis,Myristicaceae,11.1,0.14,0.07,0.01,9.5,0.44,Plot 1_2
28,1,Alstonia boonei,Apocynaceae,44.3,0.53,0.4,0.17,21,0.37,Plot 1_2
29,1,Pycnanthus angolensis,Myristicaceae,12.6,0.15,0.1,0.03,9,0.44,Plot 1_2
30,1,Pycnanthus angolensis,Myristicaceae,25.6,0.32,0.16,0.07,14.8,0.44,Plot 1_2
31,1,Diospyros monbuttensis,Ebenaceae,26,0.29,0.25,0.08,14.5,0.9,Plot 1_2
32,1,Boscia angustifolia,Capparaceae,15.3,0.21,0.16,0.05,11,0.59,Plot 1_2
33,1,Celtis zenkeri,Cannabaceae,12.9,0.15,0.11,0.02,9.5,0.65,Plot 1_2
34,1,Sterculia rhinopetala,Malvaceae,10.5,0.14,0.08,0.02,14.5,0.64,Plot 1_2
35,1,Pycnanthus angolensis,Myristicaceae,38.4,0.42,0.2,0.15,22.5,0.44,Plot 1_2
36,1,Ricinodendron heudelotii,Euphorbiaceae,20.5,0.27,0.1,0.03,11.8,0.22,Plot 1_2
37,1,Sterculia rhinopetala,Malvaceae,15.5,0.2,0.18,0.07,14,0.64,Plot 1_2
38,1,Pycnanthus angolensis,Myristicaceae,42.9,0.49,0.34,0.12,16.5,0.44,Plot 1_2
39,1,Hunteria umbellate ,Apocynaceae,18,0.18,0.13,0.05,12.5,0.72,Plot 1_2
40,1,Cordia millenii,Boraginaceae,13.6,0.18,0.12,0.03,9.8,0.52,Plot 1_2
41,1,Nauclea diderrichii,Rubiaceae,22.2,0.3,0.24,0.08,16.5,0.69,Plot 1_3
42,1,Desplatsia dewevrei,Malvaceae,15,0.15,0.11,0.03,11.2,0.62,Plot 1_3
43,1,Desplatsia dewevrei,Malvaceae,19.3,0.19,0.14,0.03,11.8,0.62,Plot 1_3
44,1,Cleistopholis patens,Annonaceae,16.6,0.18,0.16,0.05,13.8,0.37,Plot 1_3
45,1,Khaya grandifoliola,Meliaceae,9.3,0.12,0.07,0.01,5.6,0.62,Plot 1_3
46,1,Boscia angustifolia,Capparaceae,20.2,0.27,0.18,0.06,14.8,0.59,Plot 1_3
47,1,Boscia angustifolia,Capparaceae,23.5,0.28,0.18,0.09,23.5,0.59,Plot 1_3
48,1,Cordia africana,Boraginaceae,20.6,0.23,0.14,0.05,13.8,0.47,Plot 1_3
49,1,Milicia excelsa,Moraceae,27.9,0.33,0.2,0.09,17.8,0.59,Plot 1_3
50,1,Boscia angustifolia,Capparaceae,17.2,0.23,0.14,0.05,13,0.59,Plot 1_3
51,1,Cleistopholis patens,Annonaceae,56.9,0.73,0.45,0.15,23.5,0.37,Plot 1_3
52,1,Myrianthus arboreus,Urticaceae,12.2,0.15,0.08,0.03,5.8,0.43,Plot 1_3
53,1,Cola gigantea,Malvaceae,21.8,0.28,0.17,0.08,14.9,0.54,Plot 1_3
54,1,Khaya grandifoliola,Meliaceae,11,0.15,0.09,0.03,6,0.62,Plot 1_3
55,1,Pausinystalia brachythyrsa,Rubiaceae,23.8,0.29,0.16,0.05,13.9,0.6,Plot 1_3
56,1,Diospyros monbuttensis,Ebenaceae,21.8,0.27,0.14,0.05,14,0.9,Plot 1_3
57,1,Hunteria umbellate ,Apocynaceae,18.9,0.2,0.13,0.02,11,0.72,Plot 1_3
58,1,Ricinodendron heudelotii,Euphorbiaceae,8,0.85,0.58,0.24,16.5,0.22,Plot 1_3
59,1,Diospyros crassiflora ,Ebenaceae,20.5,0.24,0.16,0.04,11.8,0.9,Plot 1_3
60,1,Diospyros crassiflora ,Ebenaceae,18,0.2,0.15,0.05,12,0.9,Plot 1_3
61,1,Hunteria umbellate ,Apocynaceae,16.5,0.19,0.14,0.02,9,0.72,Plot 1_3
62,1,Celtis zenkeri,Cannabaceae,13.2,0.19,0.11,0.03,11,0.65,Plot 1_3
63,1,Hunteria umbellate ,Apocynaceae,13.9,0.17,0.1,0.02,11,0.72,Plot 1_3
64,1,Drypetes paxii ,Putranjivaceae,15,0.18,0.11,0.03,9.8,0.66,Plot 1_3
65,1,Khaya grandifoliola,Meliaceae,12.1,0.16,0.06,0.02,8.5,0.62,Plot 1_3
66,1,Zanthoxylum zanthoxyloides,Rutaceae,12.5,0.18,0.06,0.01,8,0.59,Plot 1_3
67,1,Boscia angustifolia,Capparaceae,15.4,0.19,0.14,0.04,9.9,0.59,Plot1_4
68,1,Hunteria umbellate ,Apocynaceae,19.4,0.23,0.14,0.03,12,0.72,Plot1_4
69,1,Boscia angustifolia,Capparaceae,42,0.42,0.19,0.05,16.5,0.59,Plot1_4
70,1,Celtis zenkeri,Cannabaceae,21.1,0.24,0.16,0.04,13.5,0.65,Plot1_4
71,1,Afzelia africana,Fabaceae,98,1.05,0.58,0.25,18.9,0.67,Plot1_4
72,1,Funtumia elastica,Apocynaceae,19.5,0.22,0.15,0.04,11.8,0.51,Plot1_4
73,1,Strombosia pustulata,Olacaceae,27,0.34,0.14,0.03,13.5,0.83,Plot1_4
74,1,Afzelia africana,Fabaceae,125,1.24,0.85,0.16,28,0.67,Plot1_4
75,1,Bridelia micrantha,Phyllanthaceae,18.5,0.29,0.16,0.05,8.5,0.47,Plot1_4
76,1,Bridelia micrantha,Phyllanthaceae,56,0.56,0.21,0.08,12,0.47,Plot1_4
77,1,Bridelia micrantha,Phyllanthaceae,13.8,0.16,0.1,0.02,10,0.47,Plot1_4
78,1,Bridelia micrantha,Phyllanthaceae,20.7,0.25,0.14,0.06,17.5,0.47,Plot1_4
79,1,Ceiba pentandra,Malvaceae,115,1.15,0.8,0.24,28.5,0.3,Plot1_4
80,1,Celtis zenkeri,Cannabaceae,11.5,0.13,0.82,0.01,7.5,0.65,Plot1_4
81,1,Celtis zenkeri,Cannabaceae,56.5,0.57,0.34,0.17,28,0.65,Plot1_4
82,1,Celtis zenkeri,Cannabaceae,18.8,0.25,0.12,0.02,14.8,0.65,Plot1_4
83,1,Celtis zenkeri,Cannabaceae,25.4,0.34,0.16,0.09,16.8,0.65,Plot1_4
84,1,Celtis zenkeri,Cannabaceae,49.5,0.5,0.28,0.18,24.5,0.65,Plot1_4
85,1,Chrysophyllum perpulchrum,Sapotaceae,38.4,0.58,0.16,0.06,22,0.68,Plot1_4
86,1,Cola gigantea,Malvaceae,22.5,0.25,0.21,0.09,6.7,0.54,Plot1_4
87,1,Cola millenii,Malvaceae,20,0.31,0.16,0.08,14.5,0.77,Plot1_4
88,1,Cola millenii,Malvaceae,12.8,0.15,0.09,0.03,5.8,0.77,Plot1_5
89,1,Daniellia ogea,Fabaceae,53.3,0.55,0.25,0.14,24,0.31,Plot1_5
90,1,Drypetes paxii ,Putranjivaceae,13.4,0.17,0.08,0.03,5,0.66,Plot1_5
91,1,Entandrophragma angolense,Meliaceae,52.6,0.71,0.28,0.15,26,0.58,Plot1_5
92,1,Hunteria umbellate ,Apocynaceae,21,0.29,0.14,0.03,7,0.72,Plot1_5
93,1,Hunteria umbellate ,Apocynaceae,13.8,0.16,0.13,0.05,8.5,0.72,Plot1_5
94,1,Pausinystalia brachythyrsa,Rubiaceae,105,1.05,0.65,0.19,29,0.6,Plot1_5
95,1,Phyllanthus discoides,Euphorbiaceae,32.3,0.3,0.22,0.18,4,0.75,Plot1_5
96,1,Pterygota macrocarpa,Malvaceae,12.3,0.16,0.1,0.03,6.8,0.52,Plot1_5
97,1,Pycnanthus angolensis,Myristicaceae,59,0.85,0.28,0.04,24.8,0.44,Plot1_5
98,1,Pycnanthus angolensis,Myristicaceae,28.4,0.31,0.16,0.03,18.8,0.44,Plot1_5
99,1,Pycnanthus angolensis,Myristicaceae,47.4,0.52,0.42,0.15,21.8,0.44,Plot1_5
100,1,Pycnanthus angolensis,Myristicaceae,10.2,0.13,0.08,0.03,6.5,0.44,Plot1_5
101,1,Sterculia rhinopetala,Malvaceae,86,0.86,0.48,0.15,27.5,0.64,Plot1_5
102,1,Xylopia aethiopica,Annonaceae,36.5,0.37,0.16,0.11,14.8,0.44,Plot1_5
103,1,Daniellia ogea,Fabaceae,20.3,0.24,0.14,0.09,16.8,0.31,Plot1_6
104,1,Celtis zenkeri,Cannabaceae,12.8,0.17,0.09,0.03,13.5,0.65,Plot1_6
105,1,Piptadeniastrum africanum,Fabaceae,32.3,0.32,0.18,0.1,16.5,0.64,Plot1_6
106,1,Bombax buonopozense,Malvaceae,58.3,0.58,0.34,0.16,28.5,0.32,Plot1_6
107,1,Hunteria umbellate ,Apocynaceae,16.6,0.21,0.09,0.03,6.8,0.72,Plot1_6
108,1,Celtis zenkeri,Cannabaceae,17,0.2,0.11,0.03,7.5,0.65,Plot1_6
109,1,Cola nitida,Malvaceae,38.9,0.44,0.25,0.11,16.8,0.66,Plot1_6
110,1,Distemonanthus benthamianus,Fabaceae,21.9,0.25,0.12,0.03,6.5,0.6,Plot1_6
111,1,Zanthoxylum zanthoxyloides,Rutaceae,32.5,0.33,0.18,0.12,16,0.59,Plot1_6
112,1,Bridelia micrantha,Phyllanthaceae,10,0.12,0.06,0.01,5.6,0.47,Plot1_6
113,1,Cola nitida,Malvaceae,12.8,0.15,0.11,0.03,8.6,0.66,Plot1_6
114,1,Chrysophyllum perpulchrum,Sapotaceae,15.8,0.2,0.12,0.04,12.8,0.68,Plot1_6
115,1,Celtis zenkeri,Cannabaceae,90,0.9,0.45,0.17,30,0.65,Plot1_6
116,1,Distemonanthus benthamianus,Fabaceae,32.5,0.33,0.15,0.04,11.5,0.6,Plot1_6
117,1,Sterculia rhinopetala,Malvaceae,20.1,0.25,0.14,0.07,14.8,0.64,Plot1_6
118,1,Musanga cecropioides,Urticaceae,80,0.8,0.48,0.15,18,0.39,Plot1_6
119,1,Strombosia grandifolia,Olacaceae,17.5,0.21,0.12,0.04,10.8,0.9,Plot1_6
120,1,Cola millenii,Malvaceae,10.4,0.14,0.06,0.03,6.8,0.77,Plot1_6
121,1,Strombosia grandifolia,Olacaceae,10,0.15,0.07,0.03,6.8,0.9,Plot1_6
122,1,Cola millenii,Malvaceae,12.7,0.16,0.12,0.04,6.8,0.77,Plot1_6
123,1,Cola gigantea,Malvaceae,41.6,0.54,0.26,0.14,18,0.54,Plot1_6
124,1,Ficus mucuso,Moraceae,11.5,0.16,0.11,0.03,7.8,0.41,Plot1_7
125,1,Ficus elastica,Moraceae,10.1,0.12,0.1,0.03,8.5,0.34,Plot1_7
126,1,Monodora tenuifolia,Annonaceae,18.8,0.22,0.14,0.05,7.5,0.49,Plot1_7
127,1,Celtis zenkeri,Cannabaceae,29,0.32,0.2,0.15,14.4,0.65,Plot1_7
128,1,Pycnanthus angolensis,Myristicaceae,11.5,0.13,0.07,0.02,7.5,0.44,Plot1_7
129,1,Cordia millenii,Boraginaceae,12.2,0.12,0.08,0.02,6.5,0.52,Plot1_7
130,1,Sterculia rhinopetala,Malvaceae,33,0.35,0.24,0.1,16.8,0.64,Plot1_7
131,1,Celtis zenkeri,Cannabaceae,25.6,0.28,0.18,0.09,14.8,0.65,Plot1_7
132,1,Celtis zenkeri,Cannabaceae,135,1.35,0.78,0.25,32,0.65,Plot1_7
133,1,Bosqueia angolensis,Moraceae,36.3,0.52,0.16,0.1,13.8,0.64,Plot1_7
134,1,Parkia biglobosa,Fabaceae,22.6,0.36,0.16,0.07,14,0.53,Plot1_7
135,1,Celtis zenkeri,Cannabaceae,18,0.26,0.14,0.05,6.8,0.65,Plot1_7
136,1,Chrysophyllum perpulchrum,Sapotaceae,31,0.33,0.19,0.08,13.8,0.68,Plot1_7
137,1,Brachystegia nigerica,Fabaceae,125,1.25,0.48,0.15,29,0.52,Plot1_7
138,1,Celtis zenkeri,Cannabaceae,85.2,0.85,0.28,0.14,18.2,0.65,Plot1_7
139,1,Celtis zenkeri,Cannabaceae,28,0.36,0.14,0.11,12.5,0.65,Plot1_7
140,1,Sterculia rhinopetala,Malvaceae,22.2,0.38,0.15,0.03,11.5,0.64,Plot1_7
141,1,Cola millenii,Malvaceae,25.6,0.3,0.08,0.03,11,0.77,Plot1_7
142,1,Cola gigantea,Malvaceae,19,0.28,0.12,0.04,9.5,0.54,Plot1_7
143,1,Celtis zenkeri,Cannabaceae,14.8,0.25,0.12,0.03,8.5,0.65,Plot1_7
144,1,Sterculia rhinopetala,Malvaceae,20.9,0.27,0.16,0.07,14.8,0.64,Plot1_7
145,1,Cola gigantea,Malvaceae,12.5,0.17,0.1,0.03,7,0.54,Plot1_7
146,1,Brachystegia nigerica,Fabaceae,65.5,0.83,0.38,0.22,22.5,0.52,Plot1_8
147,1,Celtis zenkeri,Cannabaceae,34,0.34,0.24,0.12,16.8,0.65,Plot1_8
148,1,Hunteria umbellate ,Apocynaceae,9.6,0.12,0.06,0.01,5.8,0.72,Plot1_8
149,1,Lecaniodiscus cupanioides,Sapindaceae,14.8,0.22,0.12,0.07,5,0.43,Plot1_8
150,1,Daniellia ogea,Fabaceae,54.4,0.65,0.38,0.16,22,0.31,Plot1_8
151,1,Zanthoxylum zanthoxyloides,Rutaceae,19.4,0.21,0.12,0.03,8.6,0.59,Plot1_8
152,1,Milicia excelsa,Moraceae,83,0.99,0.54,0.23,28,0.59,Plot1_8
153,1,Triplochiton scleroxylon,Malvaceae,45.8,0.46,0.2,0.1,16.8,0.34,Plot1_8
154,1,Sterculia rhinopetala,Malvaceae,145,1.45,0.68,0.16,24.8,0.64,Plot1_8
155,1,Cola gigantea,Malvaceae,25.1,0.39,0.2,0.09,14,0.54,Plot1_8
156,1,Celtis zenkeri,Cannabaceae,50.5,0.51,0.23,0.16,24.8,0.65,Plot1_8
157,1,Brachystegia nigerica,Fabaceae,110,1.25,0.62,0.25,32,0.52,Plot1_8
158,1,Sterculia rhinopetala,Malvaceae,63.2,0.83,0.36,0.15,23.8,0.64,Plot1_8
159,1,Strombosia grandifolia,Olacaceae,10.5,0.16,0.06,0.04,4.8,0.9,Plot1_8
160,1,Chrysophyllum perpulchrum,Sapotaceae,29.9,0.42,0.22,0.1,14.8,0.68,Plot1_8
161,1,Chrysophyllum perpulchrum,Sapotaceae,17.3,0.25,0.14,0.04,11.5,0.68,Plot1_8
162,1,Cola millenii,Malvaceae,11.6,0.13,0.08,0.03,6.8,0.77,Plot1_8
163,1,Celtis zenkeri,Cannabaceae,50.4,0.5,0.21,0.09,18.2,0.65,Plot1_8
164,1,Milicia excelsa,Moraceae,70,0.84,0.48,0.2,29,0.59,Plot1_8
165,1,Zanthoxylum zanthoxyloides,Rutaceae,22,0.24,0.12,0.03,8,0.59,Plot1_8
166,1,Distemonanthus benthamianus,Fabaceae,17,0.24,0.13,0.04,5,0.6,Plot1_8
167,1,Parkia biglobosa,Fabaceae,68,0.68,0.38,0.17,26,0.53,Plot1_8
168,2,Cleistopholis patens,Annonaceae,16.6,0.18,0.16,0.05,13.8,0.37,Plot2_1
169,2,Cleistopholis patens,Annonaceae,56.9,0.73,0.45,0.15,23.5,0.37,Plot2_1
170,2,Xylopia aethiopica,Annonaceae,36.5,0.37,0.16,0.11,14.8,0.44,Plot2_1
171,2,Zanthoxylum zanthoxyloides,Rutaceae,32.5,0.33,0.18,0.12,16,0.59,Plot2_1
172,2,Hunteria umbellate ,Apocynaceae,44.3,0.53,0.4,0.17,21,0.72,Plot2_1
173,2,Hunteria umbellate ,Apocynaceae,19.5,0.22,0.15,0.04,11.8,0.72,Plot2_1
174,2,Hunteria umbellate ,Apocynaceae,12.5,0.15,0.11,0.04,12.1,0.72,Plot2_1
175,2,Hunteria umbellate ,Apocynaceae,17.6,0.2,0.15,0.08,15.9,0.72,Plot2_1
176,2,Hunteria umbellate ,Apocynaceae,24.8,0.26,0.2,0.07,18.9,0.72,Plot2_1
177,2,Hunteria umbellate ,Apocynaceae,10.1,0.12,0.1,0.03,8.5,0.72,Plot2_1
178,2,Funtumia elastica,Apocynaceae,17,0.23,0.16,0.06,14,0.51,Plot2_1
179,2,Hunteria umbellate ,Apocynaceae,18,0.18,0.13,0.05,12.5,0.72,Plot2_1
180,2,Hunteria umbellate ,Apocynaceae,18.9,0.2,0.13,0.02,11,0.72,Plot2_1
181,2,Hunteria umbellate ,Apocynaceae,16.5,0.19,0.14,0.02,9,0.72,Plot2_1
182,2,Hunteria umbellate ,Apocynaceae,13.9,0.17,0.1,0.02,11,0.72,Plot2_1
183,2,Alstonia boonei,Apocynaceae,19.4,0.23,0.14,0.03,12,0.37,Plot2_1
184,2,Funtumia elastica,Apocynaceae,21,0.29,0.14,0.03,7,0.51,Plot2_1
185,2,Funtumia elastica,Apocynaceae,13.8,0.16,0.13,0.05,8.5,0.51,Plot2_1
186,2,Funtumia elastica,Apocynaceae,16.6,0.21,0.09,0.03,6.8,0.51,Plot2_1
187,2,Ficus elastica,Moraceae,9.6,0.12,0.06,0.01,5.8,0.34,Plot2_1
188,2,Musanga cecropioides,Urticaceae,80,0.8,0.48,0.15,18,0.39,Plot2_1
189,2,Cordia africana,Boraginaceae,20.6,0.23,0.14,0.05,13.8,0.47,Plot2_1
190,2,Cordia africana,Boraginaceae,28.5,0.35,0.18,0.1,15.5,0.47,Plot2_1
191,2,Ceiba pentandra,Malvaceae,115,1.15,0.8,0.24,28.5,0.3,Plot2_1
192,2,Bombax buonopozense,Malvaceae,58.3,0.58,0.34,0.16,28.5,0.32,Plot2_1
193,2,Cordia millenii,Boraginaceae,33.4,0.36,0.23,0.09,14.2,0.52,Plot2_2
194,2,Cordia millenii,Boraginaceae,13.6,0.18,0.12,0.03,9.8,0.52,Plot2_2
195,2,Cola millenii,Malvaceae,20,0.31,0.16,0.08,14.5,0.77,Plot2_2
196,2,Cola millenii,Malvaceae,12.8,0.15,0.09,0.03,5.8,0.77,Plot2_2
197,2,Cola millenii,Malvaceae,10.4,0.14,0.06,0.03,6.8,0.77,Plot2_2
198,2,Cola millenii,Malvaceae,12.7,0.16,0.12,0.04,6.8,0.77,Plot2_2
199,2,Cordia millenii,Boraginaceae,12.2,0.12,0.08,0.02,6.5,0.52,Plot2_2
200,2,Cola millenii,Malvaceae,25.6,0.3,0.08,0.03,11,0.77,Plot2_2
201,2,Cola millenii,Malvaceae,11.6,0.13,0.08,0.03,6.8,0.77,Plot2_2
202,2,Afzelia africana,Fabaceae,98,1.05,0.58,0.25,18.9,0.67,Plot2_2
203,2,Afzelia africana,Fabaceae,125,1.24,0.85,0.16,28,0.67,Plot2_2
204,2,Ricinodendron heudelotii,Euphorbiaceae,20.5,0.27,0.1,0.03,11.8,0.22,Plot2_2
205,2,Ricinodendron heudelotii,Euphorbiaceae,8,0.85,0.58,0.24,16.5,0.22,Plot2_2
206,2,Drypetes paxii ,Putranjivaceae,15,0.18,0.11,0.03,9.8,0.66,Plot2_2
207,2,Drypetes paxii ,Putranjivaceae,13.4,0.17,0.08,0.03,5,0.66,Plot2_2
208,2,Phyllanthus discoides,Euphorbiaceae,32.3,0.3,0.22,0.18,4,0.75,Plot2_2
209,2,Phyllanthus discoides,Euphorbiaceae,52,0.58,0.41,0.19,18,0.75,Plot2_2
210,2,Diospyros monbuttensis,Ebenaceae,26,0.29,0.25,0.08,14.5,0.9,Plot2_2
211,2,Diospyros monbuttensis,Ebenaceae,21.8,0.27,0.14,0.05,14,0.9,Plot2_2
212,2,Distemonanthus benthamianus,Fabaceae,21.9,0.25,0.12,0.03,6.5,0.6,Plot2_2
213,2,Distemonanthus benthamianus,Fabaceae,32.5,0.33,0.15,0.04,11.5,0.6,Plot2_3
214,2,Distemonanthus benthamianus,Fabaceae,17,0.24,0.13,0.04,5,0.6,Plot2_3
215,2,Daniellia ogea,Fabaceae,53.3,0.55,0.25,0.14,24,0.31,Plot2_3
216,2,Daniellia ogea,Fabaceae,20.3,0.24,0.14,0.09,16.8,0.31,Plot2_3
217,2,Daniellia ogea,Fabaceae,54.4,0.65,0.38,0.16,22,0.31,Plot2_3
218,2,Brachystegia nigerica,Fabaceae,125,1.25,0.48,0.15,29,0.52,Plot2_3
219,2,Brachystegia nigerica,Fabaceae,65.5,0.83,0.38,0.22,22.5,0.52,Plot2_3
220,2,Brachystegia nigerica,Fabaceae,110,1.25,0.62,0.25,32,0.52,Plot2_3
221,2,Khaya grandifoliola,Meliaceae,9.3,0.12,0.07,0.01,5.6,0.62,Plot2_3
222,2,Khaya grandifoliola,Meliaceae,11,0.15,0.09,0.03,6,0.62,Plot2_3
223,2,Khaya grandifoliola,Meliaceae,12.1,0.16,0.06,0.02,8.5,0.62,Plot2_3
224,2,Entandrophragma angolense,Meliaceae,52.6,0.71,0.28,0.15,26,0.58,Plot2_3
225,2,Entandrophragma angolense,Meliaceae,39,0.41,0.19,0.14,26.8,0.58,Plot2_3
226,2,Piptadeniastrum africanum,Fabaceae,32.3,0.32,0.18,0.1,16.5,0.64,Plot2_3
227,2,Monodora tenuifolia,Annonaceae,18.8,0.22,0.14,0.05,7.5,0.49,Plot2_3
228,2,Boscia angustifolia,Capparaceae,26.3,0.39,0.18,0.07,16.5,0.59,Plot2_3
229,2,Boscia angustifolia,Capparaceae,32,0.31,0.18,0.1,19.5,0.59,Plot2_3
230,2,Boscia angustifolia,Capparaceae,16,0.2,0.17,0.09,16,0.59,Plot2_3
231,2,Boscia angustifolia,Capparaceae,38.4,0.45,0.24,0.1,17.8,0.59,Plot2_3
232,2,Boscia angustifolia,Capparaceae,26.1,0.33,0.22,0.09,16.2,0.59,Plot2_3
233,2,Boscia angustifolia,Capparaceae,54.5,0.55,0.38,0.16,15.9,0.59,Plot2_3
234,2,Boscia angustifolia,Capparaceae,15.3,0.21,0.16,0.05,11,0.59,Plot2_3
235,2,Boscia angustifolia,Capparaceae,20.2,0.27,0.18,0.06,14.8,0.59,Plot2_3
236,2,Boscia angustifolia,Capparaceae,23.5,0.28,0.18,0.09,23.5,0.59,Plot2_3
237,2,Boscia angustifolia,Capparaceae,17.2,0.23,0.14,0.05,13,0.59,Plot2_3
238,2,Boscia angustifolia,Capparaceae,15.4,0.19,0.14,0.04,9.9,0.59,Plot2_4
239,2,Boscia angustifolia,Capparaceae,42,0.42,0.19,0.05,16.5,0.59,Plot2_4
240,2,Milicia excelsa,Moraceae,112,1.12,0.82,0.3,28,0.59,Plot2_4
241,2,Milicia excelsa,Moraceae,27.9,0.33,0.2,0.09,17.8,0.59,Plot2_4
242,2,Myrianthus arboreus,Urticaceae,12.2,0.15,0.08,0.03,5.8,0.43,Plot2_4
243,2,Milicia excelsa,Moraceae,83,0.99,0.54,0.23,28,0.59,Plot2_4
244,2,Milicia excelsa,Moraceae,70,0.84,0.48,0.2,29,0.59,Plot2_4
245,2,Ficus mucuso,Moraceae,11.5,0.16,0.11,0.03,7.8,0.41,Plot2_4
246,2,Bosqueia angolensis,Moraceae,36.3,0.52,0.16,0.1,13.8,0.64,Plot2_4
247,2,Pycnanthus angolensis,Myristicaceae,33.2,0.36,0.17,0.05,16.8,0.44,Plot2_4
248,2,Pycnanthus angolensis,Myristicaceae,75.5,0.85,0.48,0.18,18.5,0.44,Plot2_4
249,2,Pycnanthus angolensis,Myristicaceae,11.8,0.14,0.1,0.03,11,0.44,Plot2_4
250,2,Pycnanthus angolensis,Myristicaceae,11.1,0.14,0.07,0.01,9.5,0.44,Plot2_4
251,2,Pycnanthus angolensis,Myristicaceae,12.6,0.15,0.1,0.03,9,0.44,Plot2_4
252,2,Pycnanthus angolensis,Myristicaceae,25.6,0.32,0.16,0.07,14.8,0.44,Plot2_4
253,2,Pycnanthus angolensis,Myristicaceae,38.4,0.42,0.2,0.15,22.5,0.44,Plot2_4
254,2,Pycnanthus angolensis,Myristicaceae,42.9,0.49,0.34,0.12,16.5,0.44,Plot2_4
255,2,Pycnanthus angolensis,Myristicaceae,59,0.85,0.28,0.04,24.8,0.44,Plot2_4
256,2,Pycnanthus angolensis,Myristicaceae,28.4,0.31,0.16,0.03,18.8,0.44,Plot2_4
257,2,Pycnanthus angolensis,Myristicaceae,47.4,0.52,0.42,0.15,21.8,0.44,Plot2_4
258,2,Pycnanthus angolensis,Myristicaceae,10.2,0.13,0.08,0.03,6.5,0.44,Plot2_4
259,2,Pycnanthus angolensis,Myristicaceae,11.5,0.13,0.07,0.02,7.5,0.44,Plot2_4
260,2,Strombosia pustulata,Olacaceae,27,0.34,0.14,0.03,13.5,0.83,Plot2_4
261,2,Bridelia micrantha,Phyllanthaceae,18.5,0.29,0.16,0.05,8.5,0.47,Plot2_4
262,2,Bridelia micrantha,Phyllanthaceae,56,0.56,0.21,0.08,12,0.47,Plot2_4
263,2,Bridelia micrantha,Phyllanthaceae,13.8,0.16,0.1,0.02,10,0.47,Plot2_4
264,2,Bridelia micrantha,Phyllanthaceae,20.7,0.25,0.14,0.06,17.5,0.47,Plot2_5
265,2,Bridelia micrantha,Phyllanthaceae,10,0.12,0.06,0.01,5.6,0.47,Plot2_5
266,2,Pausinystalia brachythyrsa,Rubiaceae,50.1,0.5,0.24,0.11,23,0.6,Plot2_5
